node_cnt
13
13
13
13
14
15
16
17
18
18
18
17
16
15
14
14
14
14
15
16
17
18
19
20
20
21
22
24
25
27
28
28
27
24
21
18
15
14
14
16
19
23
27
30
31
31
29
27
24
22
21
21
21
22
22
22
22
21
21
20
20
21
22
23
23
24
23
22
21
21
20
21
21
22
22
22
21
20
18
17
17
19
21
23
25
26
25
23
20
16
12
10
9
8
9
11
12
13
14
13
12
11
11
11
13
14
16
16
17
16
15
15
14
14
14
15
15
16
15
14
13
12
12
12
13
15
17
18
18
17
16
14
12
11
12
14
17
21
24
27
28
29
29
28
27
27
27
27
28
28
28
28
27
26
25
24
23
23
23
22
21
20
19
17
16
16
16
18
20
22
24
25
25
23
21
18
15
13
11
11
13
15
18
20
22
23
23
23
22
21
20
20
21
21
22
23
23
23
23
22
22
21
20
19
17
16
14
12
10
9
8
7
7
8
8
9
10
11
12
13
14
15
17
18
20
20
19
18
16
14
12
10
10
11
12
15
17
18
18
18
16
15
13
12
12
13
13
14
15
15
15
14
13
12
12
12
13
13
14
14
14
14
14
13
14
14
15
16
17
17
17
17
17
16
15
14
14
14
14
14
14
15
15
15
15
15
15
15
15
15
16
16
17
19
20
22
22
23
22
21
19
16
15
13
13
14
16
18
20
21
22
22
21
21
19
18
17
15
14
13
12
11
11
12
14
16
18
20
22
23
23
22
22
21
20
19
19
18
18
17
16
15
14
14
14
15
16
17
17
17
16
15
14
13
14
16
18
21
22
23
22
20
17
15
12
12
12
14
16
18
18
18
17
15
14
13
14
17
20
22
24
25
24
22
20
18
17
19
21
24
27
29
30
29
26
23
20
17
15
14
13
12
12
11
10
10
10
11
13
16
20
22
24
24
23
21
18
16
14
14
15
16
17
17
17
17
16
15
14
14
15
16
17
18
18
17
16
15
14
13
13
13
13
14
14
13
13
12
11
11
11
11
12
12
13
13
13
13
13
12
12
11
10
10
10
10
10
11
12
14
15
16
16
16
16
15
14
13
13
13
13
13
13
14
13
13
12
11
11
11
11
12
12
12
12
12
11
11
11
11
12
12
12
13
13
12
12
11
11
10
10
11
11
11
11
11
11
11
11
11
11
10
10
10
10
10
11
12
14
16
18
20
21
22
21
19
17
15
12
11
10
10
10
11
12
13
14
14
15
16
17
17
18
18
17
16
15
14
13
13
13
13
14
14
15
15
14
14
14
13
13
14
14
14
15
15
15
14
14
14
14
15
15
16
17
17
18
18
17
17
16
16
16
15
15
14
14
13
12
11
11
10
9
9
8
8
8
8
9
10
11
14
16
17
18
18
17
16
14
12
11
10
9
10
10
11
13
15
17
19
21
22
22
22
21
19
18
17
16
15
16
17
17
18
19
18
18
17
16
15
15
14
14
14
13
13
12
11
11
11
11
11
11
11
10
9
9
8
7
7
7
8
9
11
12
14
15
17
18
19
19
20
20
20
19
17
15
13
12
11
12
13
15
17
18
18
17
16
14
12
11
10
10
11
12
13
14
14
15
15
16
16
17
18
18
17
16
13
11
9
